1.000000000000000000e+00 1.765265739823313851e+01 2.604588235649063943e+00 1.957343999598535778e+00 1.697900473144883193e+01 8.599128003557380850e+01 3.773858399071204239e+00 2.370667733261199395e+00 4.164194782331234745e-01 3.018453929141008185e+00 4.777045524687517641e+00 1.146649329738322898e+00 5.390732791771394083e+00 7.088800415639959738e+02
1.000000000000000000e+00 9.360165427201414090e+00 1.296705858071179662e+00 3.105270039711521157e+00 4.699672531374122997e+00 8.278109187643909195e+01 1.582684329484304708e+00 2.003623192573086076e+00 2.684876373217309209e-01 1.226623892366481838e+00 2.331975331950491448e+00 8.123357479767878697e-01 4.628595191834526723e+00 8.566486708733092428e+02
1.000000000000000000e+00 1.660292452548391040e+01 3.068910436406612874e+00 3.249559674478620597e+00 1.143437021071945381e+01 8.760767940119069408e+01 2.442702226025276424e+00 2.494838962193831389e+00 3.383928367927245273e-01 3.868211736417342284e+00 7.474375693998460690e+00 1.146347236963410232e+00 3.114348896511033971e+00 9.422964134229295041e+02
1.000000000000000000e+00 1.383748898687631090e+01 1.650314359565195010e+00 2.430463896610995711e+00 1.632199765775981248e+01 1.178811161266783785e+02 2.285859161870927636e+00 2.516253038189351088e+00 2.406509400078062910e-01 2.105859972723843399e+00 1.086110332074458107e+01 4.168337673021643153e-01 2.857641172329877577e+00 8.611877399974022183e+02
1.000000000000000000e+00 1.299745600645523247e+01 2.924698419092426782e+00 3.243862735523441287e+00 2.550228892801914782e+01 8.703996885978504849e+01 2.911628879386703339e+00 2.720071239187145551e+00 4.388753150456332075e-01 2.431383054289907530e+00 4.507599541286312572e+00 8.443593534454990612e-01 3.210105609916742431e+00 1.274544771609997952e+03
1.000000000000000000e+00 1.295792202934346271e+01 1.538517857770733910e+00 3.025070021277433074e+00 1.875039023444893260e+01 1.695712482521012703e+02 4.478553257877170957e+00 2.914400921505568398e+00 2.937555380200297939e-01 7.535952827808031218e-01 8.164059966119173950e+00 1.533187246072957421e+00 2.795052623043440487e+00 8.539495856491763561e+02
1.000000000000000000e+00 1.127313543018289188e+01 2.848625537045473610e+00 2.741159298893719676e+00 2.525203059399371952e+01 1.390071948220432603e+02 2.142777156229820790e+00 2.657117623562442965e+00 2.494455935842409544e-01 1.549106199419481467e+00 5.208077083822302278e+00 9.992673062495959213e-01 3.232780311326588940e+00 1.635330212499989329e+03
1.000000000000000000e+00 1.657356111434819823e+01 1.362289679988584412e+00 3.843713852203843651e+00 1.856319973929794642e+01 1.694234154613989176e+02 2.777944208275929583e+00 2.538584647693401308e+00 3.193056126780692838e-01 9.059828006197132577e-01 5.312939191268597483e+00 1.392100673466366345e+00 3.267202204913588037e+00 1.076932862364129505e+03
1.000000000000000000e+00 2.140681227244854767e+01 2.015871248759768974e+00 2.900668832226771521e+00 1.982734085621369147e+01 8.101095019351868132e+01 2.352386295697763252e+00 3.255161698592853536e+00 3.025673673085391147e-01 2.425902829345764733e+00 6.639119906021803352e+00 1.244014742361618575e+00 2.032876990132698403e+00 1.223432507423850666e+03
1.000000000000000000e+00 1.255273782867798538e+01 6.037353242552679911e-01 2.478294036724206784e+00 1.749621544113576732e+01 7.126694182815319323e+01 3.768254114153801293e+00 3.620685235541007518e+00 1.807577778260217316e-01 1.733954315017733228e+00 1.336790875829699665e+01 5.321042004892214683e-01 5.176264846826265753e+00 1.420277854364675704e+03
1.000000000000000000e+00 1.516130856941653882e+01 1.258046355109353476e+00 2.168581386737251648e+00 1.741195850836856351e+01 1.684664424986758036e+02 4.214084486867749391e+00 3.531362724208266357e+00 1.457562983951746216e-01 2.388985527817439447e+00 4.918274513485826560e+00 1.353945224102082401e+00 3.355644256901380018e+00 1.740623518197873864e+03
1.000000000000000000e+00 1.528428691622908353e+01 1.117232347664871561e+00 1.889525194296933552e+00 2.062314806314583748e+01 6.324687639477949119e+01 1.191444620332730020e+00 3.117141443941691570e+00 2.729071977813692929e-01 2.134566564869746941e+00 2.184162735010379386e+00 6.999257003751436779e-01 1.653527038623373580e+00 1.629941755832875970e+03
1.000000000000000000e+00 1.360764861597039044e+01 8.879288998181256165e-01 2.299200919565496992e+00 2.366062450948917473e+01 1.154011638518825151e+02 1.960239862823199397e+00 1.981258255582476480e+00 2.590425002156657719e-01 2.638077686195618110e+00 4.684323790649011165e+00 1.546448946076208530e+00 3.494376822749727385e+00 1.021835081286013292e+03
1.000000000000000000e+00 1.374677276996131425e+01 2.178639193789444484e+00 1.911813208231841088e+00 1.000869877022413590e+01 8.870117867770295561e+01 2.679775594761284907e+00 4.452041471066039868e+00 5.664693634684019319e-01 2.493638075396326315e+00 5.077092560096128082e+00 1.361132376838047442e+00 1.877359485760039304e+00 8.912773760881547105e+02
1.000000000000000000e+00 1.495508974833300897e+01 1.641967531217093157e+00 1.769575261027986679e+00 1.675029653865394152e+01 1.129005092909315380e+02 3.599789294959687247e+00 4.376703861684454466e+00 2.651322842340784192e-01 2.504836125335868413e+00 7.449603622466700159e+00 1.361587891898068170e+00 1.404966751176891293e+00 1.487758491223339661e+03
1.000000000000000000e+00 1.667610168413014549e+01 2.214184734804248489e+00 3.230862028746612769e+00 1.581733360114414921e+01 1.506031586900292325e+02 2.725869216419475549e+00 3.300222550103440788e+00 3.962839294337504037e-01 1.411519219264317782e+00 5.211950453662642424e+00 1.261963976679541855e+00 3.544822093372563820e+00 1.455242628148595031e+03
1.000000000000000000e+00 2.507773802988770484e+01 1.668837046173247796e+00 1.905057343895459443e+00 2.298800341808745173e+01 6.209462194882873121e+01 2.031278867720162307e+00 1.753397656236961533e+00 2.277535543962659337e-01 2.163686459139217533e+00 6.848253609794789476e+00 1.317715081485903550e+00 3.246307660680761931e+00 5.479985539854329772e+02
1.000000000000000000e+00 1.933091279751950609e+01 1.389814042971022845e+00 3.531631480246929744e+00 5.032056847745886685e+00 4.809733043041546097e+01 2.097323901508624022e+00 3.174179812915125076e+00 4.792729210384313321e-01 1.165274620060431809e+00 6.539679487735663876e+00 4.109662434438447476e-01 2.885026005318842124e+00 1.111808125734158921e+03
1.000000000000000000e+00 9.681797782115710405e+00 1.483600753528043992e+00 3.685566224647816469e+00 1.747288901860520483e+01 8.818991726432797407e+01 5.744719650546540990e+00 5.271421179931532031e+00 1.877014622397770449e-01 2.276662808330233823e+00 1.275536438680564366e+01 8.450205444678006161e-01 3.226261825263849747e+00 1.726329747666753065e+03
1.000000000000000000e+00 1.121035325097250279e+01 2.602010248112657909e+00 2.484047251924115240e+00 1.842208272990842133e+01 1.288610324052206124e+02 2.230420883719461678e+00 3.811736792772055349e+00 2.134941371753480699e-01 1.287210783113059032e+00 7.871877134943058074e+00 5.729413058935478587e-01 2.440264500790319868e+00 1.310146991299859337e+03
1.000000000000000000e+00 1.819167877437429937e+01 6.429866745816646967e-01 1.919028828240173512e+00 1.933446363132674151e+01 1.363667187248375967e+02 2.820678259228373452e+00 2.501414898422660738e+00 2.575348400989199149e-01 3.109193108670624373e+00 5.688922440895210819e+00 4.424058011444704230e-01 2.988210557366881126e+00 5.814790752395196023e+02
